         619085 function calls (598864 primitive calls) in 0.381 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 updateable_api_resource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 webhook_endpoint.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:335(__init__)
        1    0.000    0.000    0.000    0.000 enum.py:20(IntEnum)
        1    0.000    0.000    0.000    0.000 tax_id.py:2(<module>)
      133    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 product.py:2(<module>)
        1    0.000    0.000    0.000    0.000 datastructures.py:158(URLPath)
        1    0.000    0.000    0.000    0.000 response.py:76(HTTPResponse)
        1    0.000    0.000    0.000    0.000 invoice_item.py:2(<module>)
        1    0.000    0.000    0.000    0.000 value_list_item.py:2(<module>)
        1    0.000    0.000    0.000    0.000 message.py:99(MessageSection)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
        1    0.000    0.000    0.000    0.000 refund.py:2(<module>)
        1    0.000    0.000    0.000    0.000 listable_api_resource.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 graph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cardholder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 idnadata.py:3(<module>)
        1    0.000    0.000    0.000    0.000 createable_api_resource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ParserATNSimulator.py:257(ParserATNSimulator)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
       44    0.000    0.000    0.000    0.000 __init__.py:223(_releaseLock)
        1    0.000    0.000    0.000    0.000 scheduled_query_run.py:2(<module>)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 promotion_code.py:2(<module>)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 oauth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:399(_NumberParamTypeBase)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
       20    0.000    0.000    0.000    0.000 ATNDeserializer.py:464(<lambda>)
       78    0.000    0.000    0.000    0.000 _internal.py:826(<genexpr>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1759(_try_wait)
        1    0.000    0.000    0.000    0.000 formparsers.py:15(FormMessage)
        1    0.000    0.000    0.000    0.000 node.py:45(NodeKind)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:194(_add_array_type)
       25    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 item.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _synchronization.py:24(CapacityLimiterStatistics)
        1    0.000    0.000    0.000    0.000 report_run.py:2(<module>)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
        1    0.000    0.000    0.000    0.000 usage_record.py:2(<module>)
       15    0.000    0.000    0.000    0.000 dataclasses.py:527(<listcomp>)
        1    0.000    0.000    0.000    0.000 secrets.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
       34    0.000    0.000    0.000    0.000 functools.py:486(lru_cache)
        1    0.000    0.000    0.000    0.000 params.py:7(ParamTypes)
      176    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 codeop.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
       20    0.000    0.000    0.000    0.000 typing.py:777(__reduce__)
        1    0.000    0.000    0.000    0.000 setup_attempt.py:2(<module>)
        2    0.000    0.000    0.000    0.000 core.py:6636(__init__)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
        1    0.000    0.000    0.000    0.000 _globals.py:97(_CopyMode)
        1    0.000    0.000    0.000    0.000 id_list.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ATNDeserializationOptions.py:6(<module>)
        1    0.000    0.000    0.000    0.000 socks.py:241(socksocket)
        1    0.000    0.000    0.000    0.000 models.py:155(ParameterInType)
       24    0.000    0.000    0.000    0.000 numerictypes.py:513(_scalar_type_key)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        7    0.000    0.000    0.000    0.000 __init__.py:839(_addHandlerRef)
        9    0.000    0.000    0.000    0.000 name.py:359(__hash__)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:17(numeric_type_aliases)
       44    0.000    0.000    0.000    0.000 six.py:105(__init__)
        1    0.000    0.000    0.000    0.000 open_id_connect_url.py:1(<module>)
       37    0.000    0.000    0.000    0.000 dataclasses.py:244(__init__)
        2    0.000    0.000    0.000    0.000 ATNDeserializer.py:446(readUUID)
        1    0.000    0.000    0.000    0.000 transaction.py:2(<module>)
        1    0.000    0.000    0.000    0.000 connection_token.py:2(<module>)
        1    0.000    0.000    0.000    0.000 DFA.py:5(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        1    0.000    0.000    0.000    0.000 cProfile.py:3(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:29(<module>)
       51    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:299(loads)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 core.py:4(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:2179(timezone)
        1    0.000    0.000    0.000    0.000 mem_hook.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 order_return.py:2(<module>)
      165    0.000    0.000    0.000    0.000 enum.py:457(<lambda>)
       63    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 ATNType.py:10(ATNType)
        1    0.000    0.000    0.000    0.000 walker_interp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:110(HTTPServerPushEvent)
        1    0.000    0.000    0.000    0.000 _impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:300(_SpecialForm)
        1    0.000    0.000    0.000    0.000 models.py:279(SecuritySchemeType)
        1    0.000    0.000    0.000    0.000 platform.py:1076(python_implementation)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
       52    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1088(__init__)
        1    0.000    0.000    0.000    0.000 report_type.py:2(<module>)
        1    0.000    0.000    0.000    0.000 websockets.py:9(WebSocketState)
        1    0.000    0.000    0.000    0.000 watcher.py:12(Change)
        1    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
        1    0.000    0.000    0.000    0.000 big5prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 cp949prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 early_fraud_warning.py:2(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        1    0.000    0.000    0.000    0.000 ssl.py:467(Purpose)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:434(__exit__)
        1    0.000    0.000    0.000    0.000 exchange_rate.py:2(<module>)
        1    0.000    0.000    0.000    0.000 verification_report.py:2(<module>)
        1    0.000    0.000    0.000    0.000 euckrprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:124(WebSocketAcceptEvent)
        1    0.000    0.000    0.000    0.000 ListTokenSource.py:15(<module>)
        1    0.000    0.000    0.000    0.000 three_d_secure.py:2(<module>)
       10    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
       39    0.000    0.000    0.000    0.000 custom_method.py:7(custom_method)
        1    0.000    0.000    0.000    0.000 set.py:18(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:98(HTTPResponseStartEvent)
      152    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:604(_is_type)
       24    0.000    0.000    0.000    0.000 Transition.py:188(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:142(WebSocketResponseStartEvent)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1173(Annotated)
        1    0.000    0.000    0.000    0.000 query.py:1044(UDPMode)
       11    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
        2    0.000    0.000    0.000    0.000 core.py:2946(_update_from)
        1    0.000    0.000    0.000    0.000 mbcssm.py:28(<module>)
       10    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        3    0.000    0.000    0.000    0.000 datetime.py:1566(__new__)
        1    0.000    0.000    0.000    0.000 euctwprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 routing.py:35(Match)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:881(_find_spec_legacy)
        1    0.000    0.000    0.000    0.000 models.py:145(Example)
        1    0.000    0.000    0.000    0.000 country_spec.py:2(<module>)
       14    0.000    0.000    0.000    0.000 name.py:266(_validate_labels)
        1    0.000    0.000    0.000    0.000 balance_transaction.py:2(<module>)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 multipart_data_generator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 event.py:2(<module>)
        1    0.000    0.000    0.000    0.000 cmd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:972(_sys_version)
        1    0.000    0.000    0.000    0.000 verify_mixin.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:244(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 logger.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tax_code.py:2(<module>)
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       57    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        7    0.000    0.000    0.000    0.000 getlimits.py:647(__init__)
        1    0.000    0.000    0.000    0.000 account_link.py:2(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 issuer_fraud_record.py:2(<module>)
       79    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 docs.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1134(_Unpickler)
        1    0.000    0.000    0.000    0.000 models.py:286(SecurityBase)
       14    0.000    0.000    0.000    0.000 name.py:325(<listcomp>)
        1    0.000    0.000    0.000    0.000 singleton_api_resource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1213(IPv4Address)
        1    0.000    0.000    0.000    0.000 balance.py:2(<module>)
       38    0.000    0.000    0.000    0.000 __init__.py:23(<genexpr>)
        1    0.000    0.000    0.000    0.000 mandate.py:2(<module>)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:29(<module>)
       20    0.000    0.000    0.000    0.000 enum.py:899(_power_of_two)
       18    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:613(_load_backward_compatible)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 models.py:294(APIKeyIn)
      164    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        7    0.000    0.000    0.000    0.000 ATNDeserializer.py:485(<lambda>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1457(_get_handles)
        2    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.000    0.000 token.py:2(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:136(WebSocketSendEvent)
        1    0.000    0.000    0.000    0.000 jac_scope.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:121(_add_integer_aliases)
        3    0.000    0.000    0.000    0.000 typing.py:690(__repr__)
        1    0.000    0.000    0.000    0.000 request_metrics.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:84(XML)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:426(validate)
        1    0.000    0.000    0.000    0.000 models.py:210(RequestBody)
        1    0.000    0.000    0.000    0.000 decorators.py:196(decorator)
        1    0.000    0.000    0.000    0.000 typing.py:647(_GenericAlias)
        1    0.000    0.000    0.000    0.000 multiprocess.py:23(Multiprocess)
        1    0.000    0.000    0.000    0.000 __init__.py:1196(__init__)
        1    0.000    0.000    0.000    0.000 FileStream.py:12(<module>)
        1    0.000    0.000    0.000    0.000 escsm.py:28(<module>)
        2    0.000    0.000    0.000    0.000 datetime.py:661(__neg__)
        2    0.000    0.000    0.000    0.000 os.py:676(__setitem__)
